trial_id,start_time,stop_time,trial_length,initial_image,change_image,is_change,is_go,is_catch,change_time,response_time,reward_time,reward_volume,hit,miss,false_alarm,correct_rejection,aborted,auto_rewarded,response_lick,correct,outcome,reaction_time
184,802.74469,810.76958,8.024890000000028,im005_r,im034_r,1,1,0,806.50003,806.85036,806.85036,0.003,1,0,0,0,0,0,1,1,hit,0.3503299999999854
185,811.00154,813.25659,2.255049999999983,im034_r,im034_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
186,813.25659,816.47429,3.217700000000036,im034_r,im034_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
187,817.00803,819.89363,2.8856000000000677,im034_r,im034_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
188,820.01051,828.03401,8.023500000000013,im034_r,im024_r,1,1,0,823.764,824.14779,824.14779,0.003,1,0,0,0,0,0,1,1,hit,0.3837899999999763
189,828.26589,830.66969,2.403799999999933,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
190,831.27013,838.54274,7.272609999999986,im024_r,im083_r,1,1,0,834.27266,834.65664,834.65664,0.003,1,0,0,0,0,0,1,1,hit,0.38398000000006505
191,838.77484,840.29405,1.51920999999993,im083_r,im083_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
192,841.02834,842.3794,1.351060000000075,im083_r,im083_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
193,842.5293,846.46606,3.9367599999999356,im083_r,im083_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
194,847.0334,850.55273,3.519329999999968,im083_r,im083_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
195,850.78636,861.09499,10.308630000000107,im083_r,im024_r,1,1,0,856.80822,857.30908,857.30908,0.003,1,0,0,0,0,0,1,1,hit,0.5008599999999888
196,861.31013,863.21341,1.9032799999999952,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
197,863.5636,866.51606,2.9524600000000873,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
198,866.56618,869.45209,2.885909999999967,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
199,869.56891,873.22149,3.6525800000000572,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
200,873.32165,881.34528,8.023630000000026,im024_r,im087_r,1,1,0,877.07541,877.49266,877.49266,0.003,1,0,0,0,0,0,1,1,hit,0.41724999999996726
201,881.57723,888.83478,7.2575500000000375,im087_r,im111_r,1,1,0,884.58179,885.31562,885.31562,0.003,1,0,0,0,0,0,1,1,hit,0.7338300000000118
202,889.10013,889.95225,0.8521200000000135,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
203,890.60293,893.73885,3.135919999999942,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
204,894.35603,897.62522,3.2691899999999805,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
205,898.10907,901.21169,3.1026200000000017,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
206,901.86259,903.54697,1.6843800000000329,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
207,904.11421,906.41623,2.302020000000084,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
208,907.1152,911.85401,4.738810000000058,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
209,912.37109,916.57454,4.203449999999975,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
210,916.87465,919.05991,2.185259999999971,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
211,919.12646,921.47897,2.352510000000052,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
212,922.14588,926.54942,4.403540000000021,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
213,926.6499,930.31928,3.6693800000000465,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
214,930.40123,933.63887,3.237639999999942,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
215,934.15595,937.10831,2.9523599999999988,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
216,937.15851,941.02817,3.869660000000067,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
217,941.66229,943.99739,2.3351000000000113,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
218,944.66473,947.10031,2.4355800000000727,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
219,947.66713,951.37028,3.703149999999937,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
220,951.41892,954.9734,3.5544800000000123,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
221,955.17335,958.42624,3.2528899999999794,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
222,958.92651,966.9501,8.023590000000013,im111_r,im114_r,1,1,0,962.68027,963.31416,963.31416,0.003,1,0,0,0,0,0,1,1,hit,0.6338900000000649
223,967.18229,970.13606,2.953770000000077,im114_r,im114_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
224,970.18601,971.45356,1.2675500000000284,im114_r,im114_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
225,971.687,974.70668,3.019679999999994,im114_r,im114_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
226,975.44048,979.21042,3.7699400000000196,im114_r,im114_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
227,979.94444,987.96764,8.023199999999974,im114_r,im083_r,1,1,0,983.69764,984.13154,984.13154,0.003,1,0,0,0,0,0,1,1,hit,0.4338999999999942
228,988.19948,996.97524,8.775759999999991,im083_r,im111_r,1,1,0,992.7053,992.81974,992.95558,0.003,1,0,0,0,0,0,1,1,hit,0.11444000000005872
229,997.20741,999.37713,2.169719999999984,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
230,999.46059,999.89406,0.43346999999994296,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
231,1000.21105,1002.74673,2.5356799999999566,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
232,1003.21379,1006.24939,3.0355999999999312,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
233,1006.96687,1010.93679,3.969920000000002,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
234,1011.47045,1015.22379,3.75333999999998,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
235,1015.22379,1019.11011,3.886319999999955,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
236,1019.72749,1023.69719,3.969699999999989,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
237,1024.2312,1026.36628,2.1350800000000163,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
238,1026.48298,1028.68477,2.2017900000000736,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
239,1028.73481,1031.00351,2.2687000000000808,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
240,1031.73749,1039.76086,8.023370000000114,im111_r,im024_r,1,1,0,1035.49117,1035.85802,1035.85802,0.003,1,0,0,0,0,0,1,1,hit,0.36684999999988577
241,1039.99281,1042.46301,2.470199999999977,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
242,1042.99707,1046.13287,3.1358000000000175,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
243,1046.7501,1049.6856,2.9355000000000473,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
244,1049.75227,1057.02552,7.273249999999962,im024_r,im104_r,1,1,0,1052.75533,1053.13943,1053.13943,0.003,1,0,0,0,0,0,1,1,hit,0.38409999999998945
245,1057.25731,1061.09514,3.83782999999994,im104_r,im104_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
246,1061.7626,1065.43213,3.669529999999895,im104_r,im104_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
247,1065.51541,1069.18526,3.6698499999999967,im104_r,im104_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
248,1069.26854,1073.22205,3.953510000000051,im104_r,im104_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
249,1073.77262,1077.69246,3.919840000000022,im104_r,im104_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
250,1078.27627,1082.69694,4.420669999999973,im104_r,im104_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
251,1082.77895,1090.82024,8.041290000000117,im104_r,im104_r,0,0,1,1086.54989,1088.39984,,0.0,0,0,0,1,0,0,0,1,correct_rejection,1.8499500000000353
252,1091.05217,1092.50488,1.4527100000000246,im104_r,im104_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
253,1092.55485,1094.97366,2.4188100000001214,im104_r,im104_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
254,1095.55743,1099.32716,3.7697299999999814,im104_r,im104_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
255,1100.06122,1102.44639,2.3851700000000164,im104_r,im104_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
256,1103.08053,1104.36487,1.2843400000001566,im104_r,im104_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
257,1104.58151,1109.28571,4.704200000000128,im104_r,im104_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
258,1109.83455,1117.85978,8.025229999999965,im104_r,im114_r,1,1,0,1113.58967,1114.05679,1114.05679,0.003,1,0,0,0,0,0,1,1,hit,0.46712000000002263
259,1118.09144,1120.8454,2.7539600000000064,im114_r,im114_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
260,1121.11205,1129.88614,8.774090000000115,im114_r,im024_r,1,1,0,1125.61627,1125.98365,1125.98365,0.003,1,0,0,0,0,0,1,1,hit,0.3673799999999119
261,1130.11807,1131.63747,1.519399999999905,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
262,1132.37166,1135.2574,2.8857399999999416,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
263,1135.37427,1137.34224,1.967969999999923,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
264,1137.62597,1144.89861,7.27263999999991,im024_r,im024_r,0,0,1,1140.62829,1141.71079,,0.0,0,0,0,1,0,0,0,1,correct_rejection,1.0824999999999818
265,1145.13073,1148.90206,3.771329999999807,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
266,1149.63603,1151.73738,2.1013500000001386,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
267,1151.88755,1156.19132,4.303769999999986,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
268,1156.40818,1160.27805,3.8698699999999917,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
269,1160.91192,1165.91612,5.004200000000083,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
270,1166.16629,1167.20056,1.034270000000106,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
271,1167.66626,1176.45839,8.792130000000043,im024_r,im104_r,1,1,0,1172.18867,1172.55547,1172.55547,0.003,1,0,0,0,0,0,1,1,hit,0.366800000000012
272,1176.69031,1179.29405,2.603740000000016,im104_r,im104_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
273,1179.69455,1186.96723,7.272680000000037,im104_r,im087_r,1,1,0,1182.69727,1183.11432,1183.11432,0.003,1,0,0,0,0,0,1,1,hit,0.41705000000001746
274,1187.19915,1190.2364,3.0372500000000855,im087_r,im087_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
275,1190.95372,1193.53912,2.585399999999936,im087_r,im087_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
276,1193.95614,1201.22914,7.272999999999911,im087_r,im083_r,1,1,0,1196.95913,1197.3101,1197.3101,0.003,1,0,0,0,0,0,1,1,hit,0.35096999999996115
277,1201.4613,1202.61346,1.1521600000000944,im083_r,im083_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
278,1202.96392,1206.45007,3.4861500000001797,im083_r,im083_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
279,1206.7337,1207.43426,0.7005599999999959,im083_r,im083_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
280,1207.48423,1214.75717,7.272940000000062,im083_r,im083_r,0,0,1,1210.48665,1212.33641,,0.0,0,0,0,1,0,0,0,1,correct_rejection,1.8497599999998329
281,1214.98934,1217.64285,2.6535099999998693,im083_r,im083_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
282,1217.99305,1226.01646,8.023410000000013,im083_r,im005_r,1,1,0,1221.74646,1221.87777,1222.04707,0.003,1,0,0,0,0,0,1,1,hit,0.13130999999998494
283,1226.24836,1233.53974,7.29137999999989,im005_r,im104_r,1,1,0,1229.25279,1229.5705,1229.5705,0.003,1,0,0,0,0,0,1,1,hit,0.3177100000000337
284,1233.75472,1236.49183,2.7371100000000297,im104_r,im104_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
285,1236.75869,1244.01489,7.256200000000035,im104_r,im005_r,1,1,0,1239.76144,1240.12865,1240.12865,0.003,1,0,0,0,0,0,1,1,hit,0.3672100000001137
286,1244.26354,1247.33431,3.0707700000000386,im005_r,im005_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
287,1248.01848,1250.47024,2.4517600000001494,im005_r,im005_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
288,1251.02049,1254.20659,3.1860999999998967,im005_r,im005_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
289,1254.77368,1258.0098,3.236120000000028,im005_r,im005_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
290,1258.52697,1260.04482,1.5178500000001804,im005_r,im005_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
291,1260.77897,1262.98045,2.201479999999947,im005_r,im005_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
292,1263.02949,1268.73547,5.7059800000001815,im005_r,im005_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
293,1269.03558,1278.54372,9.508139999999912,im005_r,im083_r,1,1,0,1274.29034,1274.79087,1274.79087,0.003,1,0,0,0,0,0,1,1,hit,0.5005300000000261
294,1278.79236,1280.92878,2.1364200000000437,im083_r,im083_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
295,1281.04589,1282.7472,1.7013099999999213,im083_r,im083_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
296,1283.29766,1285.46597,2.1683100000000195,im083_r,im083_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
297,1285.5494,1288.71871,3.169309999999996,im083_r,im083_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
298,1289.30254,1296.55907,7.256530000000112,im083_r,im034_r,1,1,0,1292.30548,1293.05651,1293.05651,0.003,1,0,0,0,0,0,1,1,hit,0.7510299999999006
299,1296.80769,1299.99493,3.1872399999999743,im034_r,im034_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
300,1300.56208,1307.83492,7.2728400000000875,im034_r,im104_r,1,1,0,1303.56489,1305.43114,,0.0,0,1,0,0,0,0,0,0,miss,1.866249999999809
301,1308.06706,1309.77008,1.703019999999924,im104_r,im104_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
302,1310.32014,1311.00415,0.6840099999999438,im104_r,im104_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
303,1311.07088,1312.02142,0.9505400000000463,im104_r,im104_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
304,1312.57202,1317.59287,5.020849999999882,im104_r,im104_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
305,1317.8265,1319.69475,1.8682500000002165,im104_r,im104_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
306,1320.07817,1321.66304,1.5848699999999099,im104_r,im104_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
307,1322.32873,1329.60304,7.274310000000014,im104_r,im111_r,1,1,0,1325.33298,1325.60025,1325.60025,0.003,1,0,0,0,0,0,1,1,hit,0.2672700000000532
308,1329.83522,1330.5703,0.7350800000001527,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
309,1330.58691,1331.32087,0.7339600000000246,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
310,1331.33766,1332.1219,0.7842400000001817,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
311,1332.83716,1334.10656,1.269399999999905,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
312,1334.34007,1335.64122,1.301150000000007,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
313,1335.84156,1336.30827,0.4667099999999209,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
314,1336.59057,1337.30946,0.7188899999998739,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
315,1337.34259,1337.69288,0.35029000000008637,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
316,1338.09334,1338.75869,0.6653499999999894,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
317,1338.84378,1340.94611,2.1023300000001655,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
318,1341.09568,1344.28193,3.1862500000002,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
319,1344.84902,1345.59996,0.7509399999999005,im111_r,im111_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
320,1345.59996,1352.85599,7.25603000000001,im111_r,im024_r,1,1,0,1348.60247,1348.96982,1348.96982,0.003,1,0,0,0,0,0,1,1,hit,0.36734999999998763
321,1353.1044,1355.25769,2.15328999999997,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
322,1355.35787,1357.75973,2.4018599999999424,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
323,1358.36054,1362.78064,4.420100000000048,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
324,1362.86408,1364.29853,1.4344499999999698,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
325,1364.36516,1373.12284,8.757679999999937,im024_r,im114_r,1,1,0,1368.86955,1369.32023,1369.32023,0.003,1,0,0,0,0,0,1,1,hit,0.45068000000014763
326,1373.37134,1378.8443,5.472960000000057,im114_r,im114_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
327,1379.37836,1382.39688,3.0185200000000805,im114_r,im114_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
328,1383.131,1387.81827,4.687269999999899,im114_r,im114_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
329,1388.38543,1390.72084,2.3354099999999107,im114_r,im114_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
330,1391.38829,1393.65637,2.268079999999827,im114_r,im114_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
331,1394.39038,1397.37605,2.9856700000000274,im114_r,im114_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
332,1397.39134,1397.74284,0.35149999999998727,im114_r,im114_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
333,1398.14365,1406.15062,8.00696999999991,im114_r,im034_r,1,1,0,1401.89701,1402.33078,1402.33078,0.003,1,0,0,0,0,0,1,1,hit,0.433770000000095
334,1406.39895,1408.73565,2.3367000000000644,im034_r,im034_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
335,1409.403,1412.35524,2.9522400000000744,im034_r,im034_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
336,1412.40537,1416.99247,4.587099999999964,im034_r,im034_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
337,1417.65996,1419.84478,2.184819999999945,im034_r,im034_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
338,1419.9115,1422.86389,2.9523900000001504,im034_r,im034_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
339,1422.91404,1425.84987,2.9358299999998962,im034_r,im034_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
340,1425.91518,1434.70741,8.792230000000018,im034_r,im034_r,0,0,1,1430.42051,1433.87145,,0.0,0,0,0,1,0,0,0,1,correct_rejection,3.4509400000001733
341,1434.92275,1442.93107,8.00832000000014,im034_r,im024_r,1,1,0,1438.67764,1439.34551,1439.34551,0.003,1,0,0,0,0,0,1,1,hit,0.6678699999999935
342,1443.17995,1446.46714,3.2871900000000096,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
343,1446.93429,1450.6039,3.669610000000148,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
344,1450.68723,1460.19543,9.508199999999988,im024_r,im087_r,1,1,0,1455.9422,1456.39281,1456.39281,0.003,1,0,0,0,0,0,1,1,hit,0.450610000000097
345,1460.44401,1468.38591,7.941900000000032,im087_r,im087_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
346,1468.70238,1473.32303,4.620650000000069,im087_r,im087_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
347,1473.9572,1479.51173,5.554529999999886,im087_r,im087_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
348,1479.9785,1485.41655,5.438049999999976,im087_r,im087_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
349,1485.98352,1490.72093,4.737409999999954,im087_r,im087_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
350,1491.23797,1493.77326,2.535290000000032,im087_r,im087_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
351,1494.23932,1501.51344,7.274120000000039,im087_r,im024_r,1,1,0,1497.24328,1499.15933,,0.0,0,1,0,0,0,0,0,0,miss,1.916050000000041
352,1501.74522,1502.44732,0.7020999999999731,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
353,1502.49727,1505.43325,2.9359799999999723,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
354,1505.49969,1510.5874,5.087709999999788,im024_r,im024_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
355,1510.7543,1521.79684,11.042539999999917,im024_r,im005_r,1,1,0,1517.52718,1517.92775,1517.92775,0.003,1,0,0,0,0,0,1,1,hit,0.4005700000000161
356,1522.02911,1523.34817,1.3190600000000359,im005_r,im005_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
357,1523.53172,1526.50071,2.968990000000076,im005_r,im005_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
358,1526.53396,1529.58671,3.05275000000006,im005_r,im005_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
359,1530.28745,1533.18944,2.901990000000069,im005_r,im005_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
360,1533.28987,1542.08066,8.790790000000015,im005_r,im114_r,1,1,0,1537.7939,1538.41109,1538.41109,0.003,1,0,0,0,0,0,1,1,hit,0.6171900000001642
361,1542.29576,1551.82196,9.526200000000017,im114_r,im087_r,1,1,0,1547.55208,1547.91926,1547.91926,0.003,1,0,0,0,0,0,1,1,hit,0.3671799999999621
362,1552.07355,1552.389,0.3154499999998279,im087_r,im087_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
363,1552.82271,1555.72528,2.902570000000196,im087_r,im087_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
364,1555.82506,1563.84865,8.023590000000013,im087_r,im005_r,1,1,0,1559.57894,1559.94607,1559.94607,0.003,1,0,0,0,0,0,1,1,hit,0.36712999999986096
365,1564.08072,1568.13543,4.054710000000114,im005_r,im005_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
366,1568.58611,1577.36007,8.773959999999988,im005_r,im034_r,1,1,0,1573.09019,1573.50708,1573.50708,0.003,1,0,0,0,0,0,1,1,hit,0.41689000000019405
367,1577.5922,1580.36223,2.770029999999906,im034_r,im034_r,0,0,0,,,,0.0,0,0,0,0,1,0,0,0,aborted,
